,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121
MDM2,0.02256075,-0.07836,-0.05676675,-0.0498875,0.0906155,-0.065555,0.058967,0.0647335,0.07106575,0.037319,-0.0091785,0.0329865,0.038923,-0.0010305,-0.02364025,-0.05349175,-0.06835175,0.05302725,-0.04923075,0.063327,-0.030313,-0.0397635,0.00963475,-0.0009915,0.00221725,0.00637925,0.03460125,0.06629375,0.07655775,-0.04715775,-0.03898975,0.0234205,0.08082375,-0.09355,0.084545,-0.0018765,0.0051045,-0.03365925,-0.073751,-0.050555,-0.031041,0.02644775,0.02814875,-0.0385605,0.02886525,0.02514825,0,0.04037375,-0.05412625,0.068511,-0.07888425,-0.0496925,0.060022,-0.00607375,-0.046508,-0.0051375,0.0810795,0.067586,0.03376925,-0.055011,0.032058,0.03572825,-0.057503,0.047096,0.0564725,0.081452,0.06581875,0.040008,0.07417875,-0.009882,0.0023545,-0.04858525,-0.06821975,0.00822275,0.01631875,-0.0621955,0.00993675,0.0844065,0.028835,-0.073632,0.044459,-0.061655,0.0235085,0.02867875,0.00259075,-0.04443675,0.0393655,-0.0053515,0.04440675,-0.046195,0.05721425,-0.00901375,0.0351925,0.0157665,-0.06614825,-0.00685725,0.01240675,-0.092116,-0.03090925,-0.0645605,0.075357,-0.0734365,-0.071785,-0.07403575,0.027047,0.0801675,-0.03847825,-0.01931025,0.06321425,0.09000475,0.033085,0.02330475,0.02778025,0.042195,0.0791395,-0.0342115,-0.020882,-0.0526895,-0.05172525,-0.0343135,0.02304675,-0.00810425
CETN2,0.03437925,0.01892825,0.00058775,0.0541785,0.05267575,-0.0039395,0.05289275,0.08382525,0.00684075,0.0428185,-0.01084625,-0.0055825,-0.082731,0.03270325,0.03611825,-0.02144775,0.05445,-0.00317025,-0.02067025,0.03696975,0.09709325,-0.0247885,-0.02411,0.02155225,-0.0234175,0.016794,-0.00659575,0.0349285,0.002621,-0.00376925,-0.061187,0.00471975,0.0114585,0.01556875,0.0405365,0.002522,0.08087375,0.009761,-0.00676925,-0.0058545,-0.06996175,-0.006077,0.0741265,-0.0355715,0.0391785,-0.0475525,0.04037375,0,-0.01706325,-0.003096,0.06032425,0.0256345,0.0065305,0.007044,0.00640325,0.03203025,-0.02359625,0.05393675,-0.05801925,-0.0396455,-0.06329125,0.07512925,-0.05909875,0.07448075,-0.07631125,-0.05043625,0.0621785,0.07382675,0.08320575,-0.07183875,-0.02586825,-0.080041,-0.06929375,0.0830395,-0.00411,-0.02809625,-0.0043185,0.00197275,-0.0468955,0.00117575,0.0269945,-0.010121,0.04726675,0.02074675,-0.067165,-0.0161815,-0.0702805,-0.044725,-0.0666925,0.09243325,0.0393625,0.07481325,-0.04828625,0.07752375,-0.0181565,0.0836035,0.060022,-0.0687775,0.031204,-0.0339205,-0.02074725,0.03385725,-0.058805,-0.07649475,-0.00820875,0.00871425,-0.05045175,0.009088,-0.022144,-0.024085,0.0271455,0.074661,-0.0226175,0.001555,0.06507975,0.068126,0.0618655,0.0036595,0.09001325,-0.0738655,-0.06218925,0.02531325
ERCC1,0.05494775,-0.0641815,0.0245305,0.01471175,0.070901,-0.07240125,0.005857,0.00268125,0.111067,0.00852475,0.059846,0.0315795,0.050989,0.06934275,-0.05086275,-0.0055165,-0.03524725,0.02081325,0.019297,-0.06896725,0.080877,-0.043791,0.037588,-0.063305,0.03011525,0.0636485,0.02332675,0.044445,-0.00604975,0.01097825,0.03280225,-0.025794,0.087535,0.003121,-0.0802665,-0.000162,0.02808775,-0.0792945,0.04278575,0.009805,-0.032151,-0.0728495,0.05425825,-0.08864325,0.0557885,-0.0346605,-0.05412625,-0.01706325,0,-8.25E-06,-0.07254375,-0.05157425,0.0287335,-0.07282875,-0.022379,0.01302475,0.029327,0.00786,0.04555225,-0.0005165,-0.003868,-0.038698,-0.02902475,-0.055066,0.05925525,-0.02657425,-0.02309625,0.08226075,-0.00236575,-0.002022,-0.085726,0.0469615,-0.00615675,0.024118,-0.03248075,0.0465245,-0.09052075,-0.05574725,-0.05382425,0.07268425,-0.008313,-0.0253765,-0.037055,-0.03868425,-0.05274175,-0.0721785,0.026151,0.0327445,0.063088,-0.07575,-0.0303325,0.04289825,-0.02608225,0.02207425,0.01265925,-0.0422555,-0.0515685,0.03456025,0.092763,-0.027445,-0.02585725,0.031599,0.05365025,0.00476375,0.041294,0.01270875,0.06490675,-0.03561525,-0.0219945,0.05073275,0.05487075,0.0575275,-0.03878875,-0.06149825,-0.06985975,0.004577,-0.03778575,-0.000651,0.00195325,-0.0263765,0.057239,0.018758
BID,0.00857425,0.05896425,0.0691125,0.0507665,-0.05713175,-0.056893,-0.00404675,-0.0348325,0.055022,-0.062725,-0.03082975,-0.01905225,0.08014475,-0.02168975,0.00739,-0.03359875,-0.0238985,-0.002448,0.02572275,0.0269835,-0.01684375,0.074522,0.0638735,-0.0765605,-0.08181,0.00189,-0.0695825,-0.03235975,0.02609625,-0.05625,0.036817,0.07225025,0.0203435,-0.0027115,0.07175725,0.00534325,-0.00116775,-0.01048625,0.00350275,0.03329675,0.07346425,-0.07230325,0.0037005,0.04376475,-0.07135125,-0.0007885,0.068511,-0.003096,-8.25E-06,0,-0.00480775,-0.07715925,0.030615,0.0310825,-0.00611525,0.00409075,-0.0506455,0.00114825,0.05951375,-0.0095685,-0.00403825,0.001231,-0.0233955,-0.02475275,-0.05882975,-0.06712975,0.02893425,0.0350025,-0.08362375,0.0079175,-0.0415355,-0.05542825,-0.00612075,0.05388975,0.010706,-0.05516475,-0.05099975,0.0629755,0.07545025,-0.086489,0.02165925,0.001239,-0.03267875,0.0558545,0.0264425,-0.071368,-0.01795875,-0.075151,-0.05653875,0.0351705,0.024522,-0.0928355,-0.0830075,0.04707425,0.0807445,-0.0611295,0.033426,-0.00104425,0.090504,0.04562625,-0.036294,-0.03713725,-0.0301375,0.06514175,-0.02263175,-0.026176,0.05871975,0.03603575,0.0398185,0.00756625,-0.0327115,0.04607975,0.07162375,0.029305,0.016706,-0.03950575,0.057165,-0.00509075,-0.01543125,-0.03628575,0.08962075,-0.0009395
MCL1,-0.063063,0.07031575,-0.0070025,-0.04219225,-0.024761,0.035607,0.00305775,0.0820235,0.06302725,0.03003825,-0.08615775,0.05562375,0.04651925,0.00916775,0.06206325,-0.08704775,0.00501925,0.0126785,0.04596975,0.04438925,-0.052077,0.067544,-0.035871,-0.0923685,0.0628985,-0.02914825,0.068673,-0.01803575,0.08721225,0.0256785,-0.0808485,-0.00318575,0.09334075,-0.034047,0.00164575,0.055011,-0.05009325,0.06319525,-0.0216375,-0.022239,0.00993975,0.0119285,-0.06693125,-0.03892025,0.021544,0.02434075,-0.07888425,0.06032425,-0.07254375,-0.00480775,0,0.0376675,-0.0023545,0.0399175,-0.0001705,-0.0079645,-0.0090135,0.0038325,-0.03358525,-0.079379,-0.0204975,-0.03094525,-0.087698,0.05723375,0.0642635,-0.0025355,-0.08635625,-0.0127695,-0.01862925,0.04180225,-0.02410175,0.02406325,-0.05834075,0.03278025,0.02739575,0.000945,0.0422255,-0.01104375,0.0562635,-0.0776035,0.02629425,-0.05335975,0.00425025,-0.01669525,-0.0320605,0.0348875,-0.05858,-0.07859325,0.058217,0.06362075,0.0132445,0.023695,-0.02840675,-0.02289575,0.06086825,-0.04140375,-0.05598875,-0.033261,0.0102885,-0.04476575,-0.081346,0.03617125,-0.0307945,0.028662,-0.0341565,-0.0176375,0.00387375,-0.02857675,0.028629,-0.0337855,0.04683525,-0.00689275,0.0321235,-0.01096175,0.03089575,-0.048551,0.036261,-0.0105905,0.04245025,-0.07198875,-0.00698275,0.0161815
RAD23B,-0.0379725,-0.05332975,0.02570875,0.028063,0.077195,0.00560725,-0.0731285,0.00222,0.0259725,-0.03164275,-0.097755,-0.019165,0.078445,0.0164805,0.090478,0.04292275,0.03018675,-0.03710975,-0.06889275,-0.02464,0.03601675,0.00299425,0.06818675,-0.00267575,0.034989,-0.0230605,-0.09277325,0.06061275,-0.0558105,-0.001753,0.05862075,0.007099,0.05664825,0.028371,0.060857,0.0089615,-0.0007885,0.0819775,0.0156455,-0.0615165,0.033739,-0.0447445,0.02205525,-0.0673875,0.009096,0.07547375,-0.0496925,0.0256345,-0.05157425,-0.07715925,0.0376675,0,0.06507975,-0.07135725,0.02942575,0.003162,-0.03470575,0.0773625,0.0610355,-0.019203,-0.06047525,0.06085975,0.049939,-0.07015925,0.033607,0.04233775,-0.0301015,0.0683405,0.031632,0.0663875,0.02250525,0.1095905,-0.029901,-0.0174645,0.06893425,-0.0087995,0.0674065,0.065511,-0.00939025,-0.05359075,0.06153025,0.0677195,-0.00051125,-0.03596975,-0.031011,0.055099,-0.0015495,-0.07025275,0.02777475,0.06034325,-0.042948,-0.011107,-0.06611,0.0182665,-0.0208435,0.01551625,0.036695,0.04732425,-0.06511525,0.09094475,0.05364,-0.00278025,-0.05217575,0.05199425,0.01040925,-0.05259325,0.01579125,0.0696925,0.00586525,0.08632025,0.0067445,-0.042099,-0.0331485,0.00415675,-0.00527475,-0.0272665,0.01010975,0.02769475,-0.08946925,0.02057975,0.0819105,0.0050715
TYMS,0.07338725,-0.01426925,0.03540925,0.03059875,0.02743425,-0.03032675,-0.049742,0.0891695,-0.005489,-0.094646,0.027706,-0.030228,0.00501075,-0.05508325,-0.0812275,0.04668125,0.03455525,-0.00192575,0.00031875,-0.07121675,0.0294755,0.01619225,0.003805,0.05265925,-0.07636825,-0.00378,-0.005687,0.021112,0.059912,-0.075783,0.025349,0.03196975,0.031003,0.0336925,0.03331875,0.04412625,0.053816,-0.0159285,0.019695,-0.067437,0.002824,0.029324,-0.00765375,0.0068625,-0.0612965,0.053467,0.060022,0.0065305,0.0287335,0.030615,-0.0023545,0.06507975,0,-0.01015675,-0.02642,0.0076895,-0.022382,-0.0428215,-0.01058525,0.0268515,-0.00460725,-0.00260725,-0.07236375,-0.0061145,0.075648,-0.04415625,-0.06598625,0.03694525,-0.0098655,0.0548765,-0.06292575,-0.06578275,-0.0013435,0.02989275,0.0059205,0.05999175,-0.00552475,0.07887975,-0.07065675,0.07888725,-0.004912,-0.023088,-0.05504125,-0.032,0.0259505,-0.00130775,-0.003989,-0.019484,0.0255385,0.06387375,0.0343435,0.0063735,-0.05850275,-0.0711575,-0.0300905,-0.073261,-0.0834825,0.014478,0.05698325,0.01543975,0.0801675,0.07499,-0.07540925,-0.103455,0.01378,0.002357,-0.04061825,0.0795605,0.0312275,-0.06747,0.02399175,-0.052816,-0.050335,-0.04931425,-0.00515925,0.06942325,0.04708525,-0.02941475,-0.00675,0.02977175,-0.05108775,-0.02159325
MAPK12,0.03013725,-0.0074505,-0.0328325,0.00414825,-0.06949425,0.0428655,0.06701375,-0.0514665,0.0717885,-0.05229125,0.07236525,-0.06661825,-0.02489225,0.027162,0.023945,0.0277335,-0.06516225,0.02302475,0.017758,0.08918325,0.08000825,-0.04377775,-0.00701925,0.03096725,-0.00134875,-0.034758,0.071805,-0.0142885,0.077508,0.05857675,-0.05348625,0.04287625,-0.07954125,0.0681235,0.06327225,-0.0034175,-0.00324725,0.03381325,0.027503,0.0282225,-0.04535975,0.05178025,-0.06805525,-0.0023765,-0.06648075,-0.02675275,-0.00607375,0.007044,-0.07282875,0.0310825,0.0399175,-0.07135725,-0.01015675,0,-0.0646045,0.041014,-0.0678185,0.00280775,0.020726,0.0010465,0.00494225,0.0276705,0.0040195,-0.0349835,-0.06911,-0.04435725,0.01409875,-0.08190925,-0.05720025,0.05979675,0.032431,-0.078624,-0.07196425,0.00439,-0.0330605,-0.07796575,0.07273925,0.04153575,0.03453575,-0.06615125,-0.002074,-0.070385,0.02504675,0.06649975,0.06865575,0.05682675,0.04138725,0.0185905,-0.001923,0.08533875,0.0652335,-0.05786275,0.02106325,0.0086045,0.084676,-0.0324725,-0.0152775,-0.0236125,0.02969225,-0.06861575,0.0958295,-0.063912,-0.03517025,0.06763225,0.00306875,0.07136325,0.00817025,-0.0066815,-0.06789575,-0.06969225,-0.0220825,0.05278675,-0.10735925,0.07862625,0.06537075,-0.069423,-0.04601925,0.05628025,-0.07481875,0.03801375,0.012598,-0.0493265
IGFBP3,0.07222725,0.064382,-0.04267325,0.05610175,-0.01766225,-0.071552,-0.068888,0.04389575,-0.06541475,-0.06022275,0.003379,0.0439945,0.0308185,-0.07058225,0.08164825,-0.04894225,0.007986,0.03251625,0.0452115,0.04821725,-0.0724935,-0.04892025,0.07117025,-0.036684,0.05786275,-0.02323625,-0.04557425,-0.02229925,0.04721575,0.0717445,-0.0587635,0.00681025,0.068195,-0.05836525,-0.0004065,-0.071239,0.06722825,-0.07011275,0.08105225,0.02453325,0.05848925,-0.066478,0.031849,-0.0016565,-0.0598925,0.0031345,-0.046508,0.00640325,-0.022379,-0.00611525,-0.0001705,0.02942575,-0.02642,-0.0646045,0,-0.005173,0.02937625,0.02862075,0.05726375,-0.033731,0.0089835,-0.03219225,0.0179395,-0.017901,0.04673075,0.0636045,-0.03775,0.07129675,0.09199725,-0.001945,0.0195605,0.050775,-0.0341815,0.03994375,-0.01202175,0.04765375,0.00136,-0.0215715,0.0673605,0.0104335,-0.0120385,0.026467,-0.08514825,0.0337225,0.028011,0.02623375,0.062775,0.0708845,0.068066,0.0566895,0.066291,-0.05989025,-0.00172,-0.059618,-0.06704475,0.05873075,0.0662005,0.04414,0.063357,-0.07336525,-0.08546175,-0.064228,0.0331895,0.03358525,0.0239285,0.029868,-0.04085975,0.01935725,-0.06333525,-0.03337375,-0.0405275,0.0607175,0.0691375,0.04704375,0.04341175,0.0776155,0.000434,0.03928025,-0.04256325,-0.052269,-0.00615675,0.026036
CDK6,-0.021707,-0.049725,0.02570325,-0.03981325,-0.036934,-0.0413245,-0.0364975,-0.0368875,-0.005415,0.028555,0.0785165,0.03736,-0.081014,-0.045151,-0.023379,0.03811525,-0.02860975,0.077835,-0.069698,-0.0299755,0.019989,0.054151,0.08679175,0.00072,-0.06882675,0.02765675,0.0422145,-0.044759,0.032588,-0.0890635,0.0660055,-0.04052475,0.078228,-0.00894225,0.03959325,-0.07363175,-0.10064175,-0.084215,-0.05067575,0.070107,-0.001165,-0.02822525,-0.04513475,-0.0222035,-0.03162125,-0.0876835,-0.0051375,0.03203025,0.01302475,0.00409075,-0.0079645,0.003162,0.0076895,0.041014,-0.005173,0,0.055099,0.057967,0.06776925,-0.051327,0.02234625,-0.06583775,0.04070425,-0.02820875,-0.0693515,-0.05773625,0.00555775,-0.0309315,0.007346,-0.063533,0.073099,0.00310975,-0.04544775,0.064882,-0.03032675,-0.0368325,0.0051785,-0.0321045,-0.10155675,-0.0020275,0.0389835,-0.02727475,-0.07280475,0.05507425,0.0610825,-0.00774725,0.00314025,0.06118425,-0.06867025,-0.0568685,0.04487625,0.06744775,0.0034865,-0.0048075,-0.049734,-0.0179285,-0.0659285,-0.041934,0.06937625,0.02384875,-0.03888475,0.065753,-0.0643655,-0.0348435,0.050634,0.06372525,-0.001879,0.04077175,0.07956675,0.03212625,-0.0727775,-0.00082975,-0.045404,-0.03720875,-0.08345125,0.085179,-0.05822525,0.03834075,0.07497275,0.0584415,-0.037478,0.0811345
HSP90AA1,0.0749805,-0.01907,0.01933525,-0.036772,0.01516475,0.035662,-0.0769185,-0.00480775,-0.0073955,-0.04602225,0.0707555,0.04871425,-0.04348075,0.070261,-0.03870875,-0.0947525,0.029382,0.0213325,-0.063703,0.05146175,-0.06629225,-0.064412,-0.02294225,-0.07051475,0.013514,-0.08065375,0.08505275,-0.08720075,0.0365,0.0007005,0.0074975,-0.05739825,0.030044,0.02339,-0.02656325,0.03052175,-0.06774175,0.00501125,0.031165,0.04616225,-0.040055,0.03658225,0.02681575,0.022357,-0.003975,-0.0547555,0.0810795,-0.02359625,0.029327,-0.0506455,-0.0090135,-0.03470575,-0.022382,-0.0678185,0.02937625,0.055099,0,-0.0518625,0.00461575,0.06675,0.06881025,-0.0271755,-0.0159285,0.03850275,0.06617575,-0.03526925,0.06153575,0.06145625,-0.09018125,0.0564395,0.07254125,0.0691035,0.03758775,-0.0375,-0.0666465,0.0437445,-0.00623875,0.0630385,-0.08243975,0.0729425,0.00886825,-0.0083305,-0.06937075,0.00399175,0.0206345,0.03730225,-0.00765125,-0.02678025,0.02104125,-0.102051,0.0663355,0.07183775,0.00140375,-0.03339275,0.0231015,0.06494775,-0.02779675,0.0198625,0.06796975,-0.01453025,0.0204975,0.075998,0.03260175,0.05144225,-0.05863175,0.01411325,-0.0216785,-0.07723625,0.069239,0.074673,-0.018893,-0.048577,0.0670495,0.06463475,0.03259075,0.07038725,0.0790545,-0.0267995,-0.05135975,0.00718125,-0.0251895,0.00589525
ALK,0.01695625,-0.0316045,-0.0937275,-0.0320715,-0.0120055,-0.08963675,-0.05963475,0.007849,0.07103575,-0.0484645,0.04306875,0.088328,-0.04933525,-0.02511825,-0.0487115,0.0276265,0.05574175,-0.0683845,-0.036099,0.05309275,-0.05319775,0.0377885,-0.00037075,-0.0096025,-0.06681325,0.0018955,-0.00522,0.0352115,0.06327475,-0.00410725,-0.067791,0.0556565,-0.010783,-0.0783985,-0.00084325,0.0077775,-0.00023925,0.023588,0.034978,-0.01821125,0.0528545,0.003412,0.0553765,0.00201925,0.04046175,0.029195,0.067586,0.05393675,0.00786,0.00114825,0.0038325,0.0773625,-0.0428215,0.00280775,0.02862075,0.057967,-0.0518625,0,-0.05547525,0.042753,0.064437,-0.0542225,-0.04067875,0.0423325,-0.0925785,0.0069535,-0.00397525,0.05575575,0.0629615,-0.0227885,0.0201485,-0.0047665,0.0525855,-0.0064285,-0.03828275,0.040772,0.051835,0.03664825,0.02161175,-0.07314825,-0.06769525,-0.064217,0.0316895,0.083673,0.07732125,0.078244,0.07202225,-0.00228575,0.01017825,0.00552175,-0.08571775,0.05781875,0.03748325,-0.03132975,-0.00208525,0.03009625,0.0356895,0.05915125,0.0005685,-0.0281045,0.064305,-0.052609,0.002003,0.00085725,0.040915,-0.0318765,-0.02434325,-0.0387145,0.0785655,-0.055599,-0.0264175,0.04598075,-0.04032425,0.0828075,0.0446485,0.0307885,0.03498625,-0.0264505,0.0005685,0.02415375,0.0727805,-0.05922525
PPM1D,-0.0216705,0.00011,-0.03957975,-0.000456,-0.0526595,0.00876125,0.0104505,-0.00832125,0.003151,-0.0153435,0.05401625,-0.02190125,0.0688985,-0.022192,0.04536,-0.02365675,0.00030225,-0.07567075,-0.06117875,0.0665385,-0.065286,-0.06907125,-0.058055,0.01587075,0.029022,-0.068368,-0.0371015,0.069415,0.05404675,-0.0217415,0.05562925,0.0695085,-0.06123925,-0.07610275,-0.029945,0.05259325,0.03048075,0.02573625,0.01660725,0.0826455,-0.01778,0.087426,-0.05211,0.04512725,0.00199725,-0.03681025,0.03376925,-0.05801925,0.04555225,0.05951375,-0.03358525,0.0610355,-0.01058525,0.020726,0.05726375,0.06776925,0.00461575,-0.05547525,0,-0.00116175,0.02436,0.0672335,0.0652005,-0.062846,-0.062022,-0.03634325,0.07228275,-0.032857,0.08797325,-0.02852175,0.0030715,0.006382,-0.071412,0.0513485,-0.007934,-0.0293655,-0.05514825,-0.031316,-0.07271175,0.03730775,-0.04110975,0.0629395,-0.046629,0.05482675,0.05266775,-0.00679375,0.0987275,0.00799475,0.07637375,0.03518375,0.01089825,-0.039242,-0.029225,0.01843125,-0.058486,-0.069849,-0.02281575,0.04036525,0.01296425,0.06089775,-0.008599,-0.00584075,0.00963175,-0.064794,-0.0552775,-0.049824,0.0772585,0.06546425,0.000486,0.085418,-0.06943425,-0.0774945,0.03364025,0.069365,-0.0465,-0.0829835,-0.03074175,-0.0397335,0.03622525,0.00301075,0.05189025,0.040945
RAD9A,0.003761,-0.05698625,-0.0763185,0.00091225,-0.057684,0.030742,0.009912,0.02886525,-0.06595875,-0.044761,0.07786475,0.02945875,0.00038475,-0.04562625,0.00023625,0.04831075,0.0706485,0.00756325,-0.00129375,0.03617325,-0.0686975,-0.035621,0.050324,0.04070625,-0.0585795,0.00271975,-0.059275,-0.00060425,0.002827,-0.068305,0.0298435,0.071041,0.05553,0.05943125,-0.0207645,-0.064838,0.033242,0.04321975,0.07681675,-0.06234625,-0.045197,-0.0507855,-0.0671045,0.00086275,-0.06180775,0.0619615,-0.055011,-0.0396455,-0.0005165,-0.0095685,-0.079379,-0.019203,0.0268515,0.0010465,-0.033731,-0.051327,0.06675,0.042753,-0.00116175,0,-0.034434,-0.0367225,-0.047623,-0.0084725,0.07092925,0.0671785,0.03174725,0.0590385,0.00128575,0.059154,0.04219775,0.05701375,0.0575135,0.02712625,-0.03246175,-0.036665,-0.10960625,0.0690795,0.07845325,-0.04990125,0.0310605,-0.001014,-0.050849,0.00151375,0.01720625,0.0235905,-0.0870285,-0.06721175,-0.060489,0.04603025,-0.03162875,0.07009075,0.0247555,0.03313475,0.00127475,-0.06673625,-0.050327,0.04489,-0.0564585,-0.06681575,0.03961,0.06588175,-0.01035725,-0.0325195,-0.022544,0.0897325,-0.01017575,-0.00535725,-0.06952225,-0.01904075,0.01484875,0.001945,-0.02592875,-0.039327,0.05300275,0.07656075,-0.00548075,0.08858225,0.0414555,0.00175825,-0.0338435,-0.060386
PGK1,-0.008371,-0.03175825,0.0600575,0.0799375,0.05789825,-0.004915,0.02722525,-0.034349,0.0647885,-0.001437,-0.00945325,0.044272,-0.02256875,0.070824,-0.0522885,0.04344775,0.057629,0.02651375,-0.02198075,0.03504125,0.010544,0.079956,-0.07155225,0.02574175,-0.077107,-0.05526125,0.02768675,0.03711525,0.018052,-0.08871725,-0.05763175,-0.03498625,-0.005228,0.0919535,0.0396705,0.04919825,-0.06249725,0.0646075,0.02265925,0.0193215,0.10222125,0.028184,-0.0009175,0.04661,-0.00414275,-0.03378275,0.032058,-0.06329125,-0.003868,-0.00403825,-0.0204975,-0.06047525,-0.00460725,0.00494225,0.0089835,0.02234625,0.06881025,0.064437,0.02436,-0.034434,0,-0.0367225,-0.069868,0.03547,0.01433525,0.081893,-0.0205375,0.03482425,-0.07475275,-0.0424425,-0.0762555,0.004695,-0.05118975,-0.0252995,-0.03975275,-0.00354125,0.000401,-0.036203,0.085399,-0.02860175,0.002338,0.0154205,-0.03524475,-0.05559625,-0.01928025,0.03231325,0.06617025,-0.023511,0.04975,0.0221815,-0.0713845,0.017261,-0.05512925,-0.06578575,0.02532425,0.03731325,-0.00921975,-0.016794,0.0464065,0.002434,0.05599175,-0.08065675,-0.07250275,0.07740075,-0.02824175,-0.079881,0.060783,0.0816925,-0.038618,-0.0093525,0.053618,0.001283,-0.0179255,0.05967025,0.05923875,-0.07783225,-0.03957425,-0.0176005,-0.02763725,0.0026045,0.06849175,0.018662
RAD51,-0.005239,0.07165875,-0.003574,-0.0400275,-0.08055725,0.02512075,0.02570625,-0.0343875,-0.033761,-0.06561,-0.00943675,0.03286825,-0.035824,0.0778775,0.066003,0.02753875,-0.00967575,0.06806325,0.0308625,-0.03858525,-0.0599425,-0.05428825,-0.06690675,0.06202725,0.08892575,-0.02286275,-0.03412925,-0.0599805,-0.02302175,0.08809575,0.0254615,-0.02646425,-0.053511,-0.00485725,-0.021239,-0.0061895,0.004629,-0.063805,-0.03325825,-0.06429375,0.063423,0.02522525,0.091654,-0.01152475,0.100576,-0.02088725,0.03572825,0.07512925,-0.038698,0.001231,-0.03094525,0.06085975,-0.00260725,0.0276705,-0.03219225,-0.06583775,-0.0271755,-0.0542225,0.0672335,-0.0367225,-0.0367225,0,0.06853025,0.07901075,-0.019602,0.00534325,0.07840075,-0.07444775,-0.02497275,-0.07030775,-0.04965375,0.021728,0.03975525,0.0760245,-0.038791,0.038956,0.06493975,0.075807,0.029316,-0.00868425,-0.05823075,-0.0547635,-0.0356265,-0.07189825,-0.0501345,-0.061514,-0.0365825,-0.00829425,-0.035937,-0.03697525,-0.0626455,-0.06999775,0.058852,0.042261,-0.01993675,-0.00311825,0.0721675,-0.033415,-0.02162925,0.06918675,-0.0325275,-0.03681025,-0.06907425,-0.0557225,-0.039879,0.0039205,0.00864575,0.06064825,0.01641225,-0.0360055,-0.03306625,0.074846,0.03864,0.0521705,-0.030794,-0.04710425,0.05448625,0.05937075,-0.049327,-0.01955475,0.041882,0.084151
DLAT,0.0507225,0.01553025,-0.0803955,-0.000967,0.06921975,0.03453825,0.04275825,0.030596,0.0142005,0.023588,0.066555,-0.0810525,-0.04894225,-0.063607,0.0636565,0.063179,0.0015575,-0.007459,-0.05976925,-0.08431875,-0.0341625,0.04574975,0.045877,0.026761,0.034978,-0.0180055,-0.03109375,0.0357775,-0.081337,-0.0028215,-0.0216125,-0.06970875,0.0026785,-0.010154,0.01925,0.029519,0.03634325,0.03728275,0.05575825,-0.0501785,0.0407805,0.0074535,-0.06048325,0.05404675,0.0129725,-0.00860425,-0.057503,-0.05909875,-0.02902475,-0.0233955,-0.087698,0.049939,-0.07236375,0.0040195,0.0179395,0.04070425,-0.0159285,-0.04067875,0.0652005,-0.047623,-0.069868,0.06853025,0,0.012607,-0.06753575,-0.00417025,0.0372225,-0.030096,-0.0592885,0.008959,0.064437,0.06367575,-0.07487075,0.025019,-0.0478955,0.03784075,0.03764025,0.0027005,-0.0804315,0.06664575,-0.007761,0.0058905,-0.00225525,0.07476625,-0.0545385,0.08604125,-0.0062305,-0.03132425,0.02240375,0.02020325,0.05276375,-0.0853365,0.05556875,-0.00600275,-0.08738075,-0.0076455,0.05400875,0.0803545,-0.04343675,0.056838,0.0317555,-0.053269,0.0348515,0.02576375,0.025945,0.04082975,-0.05204125,0.05552175,-0.0752445,-0.00117575,0.06243975,-0.04607425,-0.046195,-0.04448325,-0.0854525,0.050871,0.05539375,-0.00686275,0.0278185,0.05006225,-0.021283,-0.0094725
RELA,0.048761,-0.05052475,0.07396425,0.02661,-0.02167375,-0.02470625,0.09575325,0.093969,0.06351925,0.079665,0.037975,0.04561825,0.03873625,0.0801675,-7.67E-05,-0.05861,0.035511,0.003522,-0.0178625,-0.01249975,-0.08348075,0.079092,-0.0749295,-0.00249975,-0.04859075,0.02765,-0.02673075,-0.03235425,0.05590375,0.0328435,-0.03090925,-0.020717,-0.03402475,-0.05372275,0.05034625,0.05268975,-0.03745875,0.0363955,6.87E-05,-0.041618,0.0004695,-0.02933225,0.0784025,-0.0601155,-0.0348875,-0.02985975,0.047096,0.07448075,-0.055066,-0.02475275,0.05723375,-0.07015925,-0.0061145,-0.0349835,-0.017901,-0.02820875,0.03850275,0.0423325,-0.062846,-0.0084725,0.03547,0.07901075,0.012607,0,-0.00053825,0.048799,0.01405225,-0.062011,0.003783,0.03295325,0.0074615,-0.032162,0.00704925,0.03180225,-0.04781875,0.0090275,-0.00589,-0.02138425,0.00557125,-0.0077195,0.066626,-0.0124415,0.0007255,0.052882,-0.072195,-0.028533,0.0070055,0.02386275,-0.034044,0.073511,0.0761815,-0.0444875,-0.074726,-0.00821425,0.01000025,0.0124065,-0.0231785,-0.07662075,0.0548955,-0.06537075,-0.065841,-0.0499725,0.02719225,-0.06573075,-0.0769505,-0.05681325,-0.01974175,-0.08440075,0.08284575,-0.0679205,-0.03930225,0.027643,0.025802,-0.0609945,0.02183775,0.0593405,0.04372,-0.02951925,0.0241975,0.041846,0.07022575,0.00762075
