,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121
GATA3,-0.05965975,-0.0854285,-0.08675325,-0.070615,0.0103215,0.04883775,0.006022,-0.029464,0.02663725,0.05543125,0,0.08238425,0.07436925,-0.0309095,0.03365375,-0.051552,-0.07768675,-0.09529925,0.02574725,0.029497,-0.05236825,0.05305775,0.016448,0.0201165,-0.007228,-0.0407775,0.0636345,-0.00207125,0.0547855,-0.10225175,0.03277175,-0.0248845,-0.01275525,-0.06206025,0.00804675,-0.0417005,-0.0283955,0.01067325,0.0114755,-0.08460525,0.02264825,-0.0033135,-0.079173,0.0598735,-0.026541,-0.07647375,-0.0091785,-0.01084625,0.059846,-0.03082975,-0.08615775,-0.097755,0.027706,0.07236525,0.003379,0.0785165,0.0707555,0.04306875,0.05401625,0.07786475,-0.00945325,-0.00943675,0.066555,0.037975,0.05706075,0.03575025,0.06529125,-0.0465465,0.06124725,-0.02672,0.05518375,-0.02629125,-0.0318185,0.03956325,-0.0887105,0.054888,-0.03336825,-0.042489,-0.0461895,-0.04841225,0.05359325,-0.00030775,-0.066813,-0.07271975,0.066151,-0.08359375,0.031956,-0.00182675,-0.0447145,-0.07110475,0.0255025,0.05924475,0.01300025,0.0129615,0.00679925,-0.04322225,0.01498625,0.01108875,0.0748215,-0.0074315,-0.00728,-0.0743295,-0.06834875,0.04214275,0.01189025,0.0035575,-0.080555,0.0007365,-0.04928275,0.06299725,-0.04686275,0.03364,-0.083756,-0.025871,-0.110779,0.068206,-0.03708225,0.010662,-0.02541775,0.06649725,0.03983225,0.05635175
CDK9,-0.07571625,0.0617745,-0.02124975,-0.0501155,-0.00747525,0.00431025,-0.00364,0.04031575,-0.0231595,-0.03582425,0.08238425,0,-0.002783,0.00215675,0.044563,0.069673,-0.07135725,0.0317885,0.05536,0.03931575,-0.00714025,0.0450715,-0.01534625,-0.06663175,0.0610055,0.006739,0.01288475,-0.00882975,0.07248925,-0.07203275,-0.0296565,0.04573625,0.02250525,0.051552,0.0553515,-0.071857,-0.072813,0.0538105,-0.020802,0.04032675,-0.0698735,0.03359325,-0.0469645,-0.04600775,0.0696025,0.031346,0.0329865,-0.0055825,0.0315795,-0.01905225,0.05562375,-0.019165,-0.030228,-0.06661825,0.0439945,0.03736,0.04871425,0.088328,-0.02190125,0.02945875,0.044272,0.03286825,-0.0810525,0.04561825,0.01199425,0.0501785,0.0692965,0.00149725,-0.0332855,-0.031709,-0.0004615,0.03237075,0.01021175,0.056346,0.02061275,-0.03186825,0.0394205,0.09295375,-0.0878765,0.03745025,0.02875525,0.03264825,0.0576375,-0.03262625,0.0567005,0.0759285,-0.02733525,-0.02506625,0.06291475,-0.02564275,-0.06793675,0.05846125,-0.029195,-0.025143,-0.0595825,0.0909665,-0.03129675,-0.0400055,0.00233525,-0.05101925,0.0182525,-0.013684,0.077753,0.063132,-0.03025025,-0.00721975,-0.07581325,0.00100275,0.02783525,-0.0509235,0.05681875,0.05911025,0.0266565,-0.08819525,-0.05375275,-0.02028,-0.1034485,-0.0747855,0.05680325,0.01683225,0.06624725,-0.07648
CDK4,0.03168675,-0.0415055,0.01032975,0.00920875,-0.0750825,-0.04861275,0.071915,-0.033555,-0.0629065,0.0804065,0.07436925,-0.002783,0,0.06282125,0.02247825,0.040599,0.055467,-0.09201925,-0.0315385,-0.02505225,-0.0199645,0.0768845,-0.01078575,0.04206025,0.03721975,0.01386,-0.05795875,0.0787115,0.01525275,0.07124375,-0.0097665,0.06557675,-0.00014825,-0.00134325,-0.03076625,-0.04579125,-0.0638955,0.0351125,0.03635725,-0.004643,0.0003625,0.0678325,-0.00310975,-0.09155675,-0.04095875,0.07757625,0.038923,-0.082731,0.050989,0.08014475,0.04651925,0.078445,0.00501075,-0.02489225,0.0308185,-0.081014,-0.04348075,-0.04933525,0.0688985,0.00038475,-0.02256875,-0.035824,-0.04894225,0.03873625,0.091443,-0.0849505,0.0098655,0.04838475,0.001412,0.0479615,0.04938475,0.03263175,-0.00743125,-0.03388175,-0.0540245,-0.06023375,0.0261645,-0.0626045,0.053121,0.07950275,0.04420275,0.03473075,0.05449175,0.00368675,-0.022904,0.040739,-0.02875,0.0252445,-0.01184625,-0.04962375,0.08825225,-0.00726625,-0.02095625,-0.040673,0.03467575,-0.0363185,-0.0232795,0.00046125,-0.07962325,0.05306325,-0.0213655,-0.01649725,-0.05778575,0.031305,-0.00940375,0.0044285,0.0521155,0.00171975,0.06480225,-0.00182975,0.0238735,-0.004761,-0.0592775,0.0733435,-0.01718125,-0.039566,-0.03212625,-0.06306575,-0.00121425,-0.07879675,-0.0361265,0.05243675
UBC,-0.066456,-0.0384425,-0.00445875,0.07779925,-0.00696425,0.02569775,-0.04610725,0.0385,0.040088,-0.01002175,-0.0309095,0.00215675,0.06282125,0,-0.030981,0.04229375,-0.0745495,0.022682,-0.0637115,-0.04966475,0.09565775,-0.023937,0.00379375,0.07939275,-0.071728,0.00535975,0.0221265,0.01587,0.023879,0.0685825,-0.00047775,-0.07060475,-0.069698,-0.012706,-0.0266265,0.00142575,0.02439275,-0.0196595,0.00340375,0.03785175,0.069566,0.061846,-0.025239,0.0437555,0.0418875,0.00368175,-0.0010305,0.03270325,0.06934275,-0.02168975,0.00916775,0.0164805,-0.05508325,0.027162,-0.07058225,-0.045151,0.070261,-0.02511825,-0.022192,-0.04562625,0.070824,0.0778775,-0.063607,0.0801675,-0.02501925,0.02344225,-0.04264025,0.02560725,-0.0445,0.04967925,0.00131875,0.067162,-0.069566,0.0536235,-0.0299175,0.0211695,-0.07001075,0.00854975,-0.0220465,0.06145875,0.03338475,0.035132,-0.0482555,0.06340375,0.02418325,0.09619475,0.066426,-0.070258,-0.06049725,-0.05867875,0.03232425,-0.00382425,-0.03034075,0.0299505,0.09690725,0.03168975,0.01986525,0.05382425,0.06740925,0.021805,-0.0161125,0.059923,-0.040731,-0.006654,-0.06040025,-0.04035275,-0.01423925,-0.00394525,-0.02639825,0.04883525,-0.0196125,-0.017415,-0.07564275,0.056511,-0.02685725,0.0286925,-0.04586525,-0.08397725,0.07491475,0.043893,0.07878025,0.0263545
MAP2K1,-0.06921425,-0.0306815,-0.035357,0.0590715,-0.029654,0.025882,-0.006099,0.02761525,0.063395,-0.0683405,0.03365375,0.044563,0.02247825,-0.030981,0,0.023261,0.0173435,-0.00414025,-0.02312375,-0.0369615,0.00146425,-0.000195,-0.03364025,0.04711825,0.0636895,-0.0298295,0.0616565,-0.000607,0.03120325,-0.05785725,0.07898375,0.00545875,0.0630135,-0.05580425,-0.0238545,-0.01900825,0.05143125,0.00263175,0.0386925,-0.0232665,-0.012643,0.089584,0.001956,-0.063206,-0.07110975,-0.01420075,-0.02364025,0.03611825,-0.05086275,0.00739,0.06206325,0.090478,-0.0812275,0.023945,0.08164825,-0.023379,-0.03870875,-0.0487115,0.04536,0.00023625,-0.0522885,0.066003,0.0636565,-7.67E-05,0.030228,0.03207675,0.0345385,-0.00364825,0.046305,-0.00238725,0.07071425,0.0405935,-0.0686925,0.0457335,0.07373825,-0.06564575,0.075129,-0.06042875,-0.034772,0.00471425,0.03005225,-0.0478875,0.055563,0.031456,-0.02003825,-0.00411,0.043588,-0.0238435,0.01203025,-0.0327555,-0.00077725,0.02438475,-0.040761,0.06451375,-0.0687525,0.06116475,0.00967325,0.077558,-0.0368845,-0.00078025,-0.04365925,-0.05015675,0.06103325,0.000264,-0.079272,0.08988925,-0.07968775,0.03880775,-0.07934025,-0.09629675,0.0701785,0.07888025,-0.05887925,0.024294,0.0241015,0.04695325,-0.0648215,-0.0087005,-0.022937,0.06143375,0.05894525,-0.00024725
POLR2A,-0.05519525,-0.035618,0.0442745,-0.070209,-0.03884925,0.0917095,0.03140925,-0.0005495,-0.0764945,0.031283,-0.051552,0.069673,0.040599,0.04229375,0.023261,0,0.088082,0.00713725,0.05327175,-0.04538175,-0.0377445,-0.0737855,0.00998625,0.062522,0.054552,0.05129675,0.0336485,-0.03413475,-0.0066015,-0.036981,-0.0830825,0.07449225,-0.0321485,-0.0405245,-0.03494775,0.0009285,0.05458875,-0.00257675,0.0387555,0.0936505,-0.0700715,-0.04699725,0.04624725,0.07290375,0.02870875,0.03454125,-0.05349175,-0.02144775,-0.0055165,-0.03359875,-0.08704775,0.04292275,0.04668125,0.0277335,-0.04894225,0.03811525,-0.0947525,0.0276265,-0.02365675,0.04831075,0.04344775,0.02753875,0.063179,-0.05861,-0.03720875,-0.04739275,0.05151375,0.040893,0.05410375,0.0384175,0.05507975,-0.029437,0.075009,0.061324,0.00481025,-0.0582305,0.03132975,-0.08310225,0.02036275,-0.067511,-0.01979125,-0.05010975,-0.01319425,-0.0793295,-0.042187,0.08306575,-0.024,-0.03279125,-0.07405225,-0.03883775,-0.03514025,-0.08214475,0.06519775,0.05983225,0.002541,0.04248875,0.07136525,0.0739315,0.00653575,0.003129,-0.056824,-0.032508,-0.08729675,0.0046705,0.03074725,-0.072272,-0.028673,0.06745875,-0.00239575,0.01891225,-0.0334095,-0.0201565,-0.049673,-0.07334075,-0.0107645,-0.004563,0.038305,0.07831625,0.082304,-0.02553575,0.03106325,0.01004675
WEE1,-0.00557975,0.07165925,-0.0539835,-0.02911525,-0.0346265,0.054478,-0.02341475,-0.07346175,-0.06762075,0.05995325,-0.07768675,-0.07135725,0.055467,-0.0745495,0.0173435,0.088082,0,0.03518375,-0.04954375,-0.0214695,-0.078606,0.02320225,0.07486775,-0.00342025,-0.06237375,-0.034816,0.006348,-0.03902475,-0.0307305,-0.02842875,-0.034074,-0.06010975,0.06499975,-0.002195,-0.05779925,-0.077761,-0.01653575,0.079566,0.05356875,0.0101125,0.02574475,0.06512625,0.06225275,-0.00536825,0.06130225,-0.06667025,-0.06835175,0.05445,-0.03524725,-0.0238985,0.00501925,0.03018675,0.03455525,-0.06516225,0.007986,-0.02860975,0.029382,0.05574175,0.00030225,0.0706485,0.057629,-0.00967575,0.0015575,0.035511,-0.071802,-0.0568545,0.008209,0.02762625,-0.053596,-0.0253295,0.06118125,-0.072945,-0.02875,-0.0012805,0.053294,0.06714575,-0.0500025,-0.085649,0.05503025,-0.07485825,0.03856875,0.0275085,0.00589575,-0.05980775,0.02980775,-0.01653225,0.03943125,-0.0027665,0.03110725,0.07521425,0.068819,0.0289645,0.013769,-0.0216705,0.061091,-0.03716475,0.037357,0.03176625,0.02263475,-0.032184,-0.06519225,-0.0271895,-0.03196425,0.012088,0.0749065,-0.0285605,-0.077801,-0.005629,-0.02779125,-0.0737755,0.04782975,-0.04630775,0.0695055,-0.08960575,-0.06764825,0.01775275,0.08007075,0.007986,0.0678765,-0.028467,0.01703575,0.0270935
TP53,-0.028717,-0.01728875,-0.0104805,0.05489575,0.01733,-0.007264,-0.06412375,0.03782425,0.0707965,0.030228,-0.09529925,0.0317885,-0.09201925,0.022682,-0.00414025,0.00713725,0.03518375,0,-0.07057975,0.0600415,0.059176,0.024981,-0.059162,-0.04139825,-0.0535435,-0.00245325,-0.0024725,0.0230135,-0.0519445,0.06172,0.01393125,-0.073503,-0.0478845,-0.009228,-0.05314,0.040236,-0.06421925,0.00361825,0.03152775,0.043489,0.0763635,-0.05195075,0.0394615,-0.05292325,0.061585,-0.00360175,0.05302725,-0.00317025,0.02081325,-0.002448,0.0126785,-0.03710975,-0.00192575,0.02302475,0.03251625,0.077835,0.0213325,-0.0683845,-0.07567075,0.00756325,0.02651375,0.06806325,-0.007459,0.003522,0.0606785,0.039154,0.059643,-0.05192575,-0.062099,-0.00326075,0.074555,-0.0232855,-0.00167575,0.03523625,0.01223075,-0.08098625,0.023486,-0.009096,0.06342325,-0.051107,-0.07680525,-0.06167025,-0.0458735,-0.00017575,0.0579395,-0.049206,0.00456325,-0.02631875,-0.061772,-0.00136825,0.0369835,-0.0716045,-0.06071425,0.004033,-0.03109625,0.071401,-0.0909005,0.059041,0.0736265,0.055662,-0.00992025,-0.02861525,-0.07866475,0.03906575,0.0552995,0.05277575,-0.0291815,0.00602475,-0.059772,-0.091736,0.076412,-0.06458525,-0.08512425,-0.06263725,-0.05390675,-0.06292,0.06572275,0.088245,0.0068325,0.025228,0.02121975,-0.000959
BRCA2,-0.0850845,0.00022275,-0.07414,-0.05349725,0.07309975,-0.08512625,-0.06551375,-0.065,0.03465675,-0.04728,0.02574725,0.05536,-0.0315385,-0.0637115,-0.02312375,0.05327175,-0.04954375,-0.07057975,0,0.036802,0.0638655,-0.05030775,0.03626375,0.07149175,-0.05415125,0.0048025,0.06154675,0.036052,0.0014615,0.04250525,-0.08937875,-0.00469775,0.05400575,0.008467,-0.060041,-0.00674175,0.0101895,-0.02407675,0.014302,0.05526675,-0.029033,-0.0587665,0.038022,0.00415675,0.015726,-0.003272,-0.04923075,-0.02067025,0.019297,0.02572275,0.04596975,-0.06889275,0.00031875,0.017758,0.0452115,-0.069698,-0.063703,-0.036099,-0.06117875,-0.00129375,-0.02198075,0.0308625,-0.05976925,-0.0178625,-0.03800825,-0.065827,0.093291,0.060676,-0.00530225,0.0768045,-0.03585425,-0.061769,0.05299175,0.02972525,0.08148325,-0.02153825,-0.01837075,-0.0369345,0.10673375,0.03460975,-0.061934,-0.057813,0.015456,-0.02767325,0.02898375,-0.001284,0.04631625,-0.0317365,0.03719775,0.06469225,-0.0502885,0.07783175,0.024621,0.03640925,-0.00494775,0.017791,-0.032827,-0.00506325,-0.00202175,-0.0346125,-0.00814275,-0.00189825,0.032074,0.008555,0.0456115,-0.07180025,-0.0330275,0.057684,0.05690375,0.04789575,-0.03066475,0.03043125,-0.03239825,-0.0376895,-0.048993,0.001121,0.03079975,0.03540675,0.0350275,-0.04218125,-0.00567325,-0.0762225
ATM,-0.04004675,-0.0527035,0.074717,-0.04334325,0.024206,-0.0739175,-0.08042275,-0.00360975,0.0427225,-0.09209825,0.029497,0.03931575,-0.02505225,-0.04966475,-0.0369615,-0.04538175,-0.0214695,0.0600415,0.036802,0,0.029129,-0.04320325,-0.0012995,0.007577,-0.06425275,-0.00493425,0.04668675,0.03681025,0.063096,0.0105055,0.01998925,0.0437995,0.0207745,-0.02566775,0.07510175,-0.09476225,-0.046588,0.04147525,0.02928025,0.094713,-0.023437,0.0027775,0.045349,-0.067989,0.05345075,0.037937,0.063327,0.03696975,-0.06896725,0.0269835,0.04438925,-0.02464,-0.07121675,0.08918325,0.04821725,-0.0299755,0.05146175,0.05309275,0.0665385,0.03617325,0.03504125,-0.03858525,-0.08431875,-0.01249975,-0.04087375,-0.0605,0.03929725,-0.0605245,-0.01361825,-0.06537925,0.0737805,0.00437625,-0.02376925,0.08293175,-0.0687855,0.018236,-0.0086345,-0.01038175,0.02119775,-0.058191,-0.00744775,0.025085,-0.00968425,-0.055489,0.06251925,-0.0565265,-0.00669525,-0.00447825,0.06358525,-0.02158225,-0.0538295,0.05217825,-0.03485175,0.081643,-0.05943125,0.06635975,0.0365275,0.061986,-0.0435055,-0.06685725,0.0228955,-0.0302085,-0.004618,0.03861275,-0.0262775,0.00845875,-0.0270165,-0.00077175,-0.06107675,-0.01445875,0.0595825,0.093621,-0.081927,-0.00178,0.01949725,-0.012519,-0.053706,0.0571595,0.06240925,-0.03397825,-0.0813435,0.05628825
BRAF,0.0022195,0.05947525,-0.04090375,-0.0142995,0.086401,-0.00422525,-0.00298075,0.00948375,0.074272,0.03065125,-0.05236825,-0.00714025,-0.0199645,0.09565775,0.00146425,-0.0377445,-0.078606,0.059176,0.0638655,0.029129,0,-0.0392415,0.0363655,-0.0134395,0.04199175,0.0776595,-0.02567025,-0.00350275,0.08094025,0.039904,-0.0649265,-0.02881875,-0.02498925,-0.05473625,0.0018955,0.05817025,-0.03037075,0.056596,0.00764275,0.00029375,0.00649175,-0.02962625,0.095327,0.0355825,-0.05417125,0.04892025,-0.030313,0.09709325,0.080877,-0.01684375,-0.052077,0.03601675,0.0294755,0.08000825,-0.0724935,0.019989,-0.06629225,-0.05319775,-0.065286,-0.0686975,0.010544,-0.0599425,-0.0341625,-0.08348075,0.01816475,0.072978,-0.05892575,-0.06189,0.030338,-0.022418,-0.0870055,-0.0440825,-0.05753275,0.0804185,0.017181,0.0051675,0.02498625,0.024176,0.00272775,0.037011,0.05967025,0.0230905,0.0886605,-0.00116775,0.02812375,0.060011,0.044794,0.0364065,-0.0607145,0.03851125,-0.03896425,-0.03541475,0.00954675,-0.00482675,-0.03848325,-0.030607,-0.04202675,-0.04339025,0.03507125,0.057173,0.00153275,0.05975825,0.0066275,-0.036684,0.02864575,0.0203985,-0.00450075,-0.02045725,-0.03022225,0.005121,-0.04210175,-0.0046235,-0.0764205,-0.031371,0.02364825,-0.02547525,-0.0017965,-0.021761,-0.0221235,0.001508,-0.05009075,-0.0271955
BRCA1,0.038841,0.04169775,-0.02562925,-0.06426625,0.00375,-0.053566,0.0427775,0.067173,-0.05314275,0.02941775,0.05305775,0.0450715,0.0768845,-0.023937,-0.000195,-0.0737855,0.02320225,0.024981,-0.05030775,-0.04320325,-0.0392415,0,-0.025008,0.00188475,0.029272,0.0535135,0.03824175,0.068945,0.05351375,0.06270025,0.06477475,-0.0910595,0.042596,0.0026565,0.08739025,0.03501375,-0.071868,0.00063725,-0.06193425,0.03144525,0.070931,0.02764575,-0.068954,0.079725,-0.0736785,0.0368625,-0.0397635,-0.0247885,-0.043791,0.074522,0.067544,0.00299425,0.01619225,-0.04377775,-0.04892025,0.054151,-0.064412,0.0377885,-0.06907125,-0.035621,0.079956,-0.05428825,0.04574975,0.079092,-0.0290385,0.04206575,-0.006879,-0.086198,-0.02718425,-0.0221125,0.04679675,0.07284875,-0.050665,0.00724975,-0.07337625,0.02207425,0.0024645,-0.03901925,-0.0237555,-0.05411,0.077154,0.02612075,0.06895075,-0.04544775,0.005706,-0.07393425,0.02407125,-0.000206,0.069522,-0.06318125,0.05899175,0.0530905,-0.006426,-0.081521,-0.031651,0.0355425,-0.0218875,-0.043725,0.02673075,-0.03610725,0.003621,-0.08159725,-0.06547775,-0.05234875,-0.0735585,-0.05030225,0.06580175,-0.05815925,0.03335425,-0.05792575,-0.0016595,0.011871,-0.0535835,0.002121,0.031574,-0.077142,-0.03725825,0.0998165,-0.06456025,0.05202575,0.00258775,-0.06497825
CDKN2A,-0.049357,-0.00617025,0.002791,0.05614,-0.065062,-0.00996825,0.07347825,-0.0045275,0.05746425,0.0568635,0.016448,-0.01534625,-0.01078575,0.00379375,-0.03364025,0.00998625,0.07486775,-0.059162,0.03626375,-0.0012995,0.0363655,-0.025008,0,-0.023393,0.03516475,0.02337625,0.01690125,-0.000283,-0.03422825,0.02294775,-0.05128025,-0.02672775,0.0532335,0.06664,0.030346,-0.03101375,-0.0474865,0.02533525,0.004088,-0.0337635,-0.0273655,0.0601815,-0.072937,0.02361475,-0.0447085,0.006077,0.00963475,-0.02411,0.037588,0.0638735,-0.035871,0.06818675,0.003805,-0.00701925,0.07117025,0.08679175,-0.02294225,-0.00037075,-0.058055,0.050324,-0.07155225,-0.06690675,0.045877,-0.0749295,0.06715675,-0.07675,0.03000525,0.06954125,0.01848625,0.00259075,-0.03945625,0.006187,0.0181125,-0.02411,0.025838,0.0334175,0.03314275,0.0358435,0.006706,-0.02865125,0.02567025,0.07436825,0.03530775,-0.0264175,-0.00557125,-0.0002745,0.0201155,-0.00491475,-0.037577,-0.0634095,-0.080143,-0.05081325,-0.04501375,0.03711,-0.00259075,0.0731395,-0.018879,-0.0612665,0.02211825,-0.070209,-0.0500825,0.02336275,-0.05736275,0.0881625,-0.066541,0.08010475,-0.10582225,0.07895325,-0.04499725,-0.07494775,-0.07873625,0.024676,0.0445385,-0.0473845,0.00692025,0.06009625,-0.0299615,0.028003,-0.0281455,-0.0242115,-0.03493675,-0.04357975
ADA,-0.0660055,-0.0307665,0.032731,-0.0443015,0.01755225,-0.02870325,-0.025014,0.0846755,-0.06450275,0.0456455,0.0201165,-0.06663175,0.04206025,0.07939275,0.04711825,0.062522,-0.00342025,-0.04139825,0.07149175,0.007577,-0.0134395,0.00188475,-0.023393,0,0.0856455,0.01654675,0.0253925,0.033456,0.0499695,-0.036794,0.005143,-0.090881,-0.0700165,-0.02885725,0.0482665,-0.00870625,-0.02504125,0.07539025,0.04173375,0.0630025,0.00862925,-0.01605225,0.070569,0.07608275,0.080857,-0.052184,-0.0009915,0.02155225,-0.063305,-0.0765605,-0.0923685,-0.00267575,0.05265925,0.03096725,-0.036684,0.00072,-0.07051475,-0.0096025,0.01587075,0.04070625,0.02574175,0.06202725,0.026761,-0.00249975,0.03392575,0.06519225,0.072956,-0.08524125,0.04319225,-0.06825,0.0539615,-0.004368,-0.033805,-0.0027225,0.06716,0.05232125,0.05786275,-0.03786825,-0.06322275,0.03751375,-0.03268125,-0.0796705,0.03496425,0.0695985,-0.00530225,-0.07838725,-0.067118,0.025769,-0.07132975,0.0543325,-0.06323625,-0.038217,-0.06600825,-0.00624725,0.05479425,0.05990125,-0.02825825,-0.04115125,0.049684,-0.060316,0.03180475,-0.00609875,0.07036525,0.062536,0.0637885,-0.0650385,0.0238325,0.0356565,0.02725,0.03087375,0.054769,0.025129,-0.0500905,-0.0224395,-0.04198625,-0.042143,-0.03088475,0.0507885,-0.06891775,0.00198925,0.06156575,-0.0361675
DLD,-0.04914075,0.064654,0.000923,-0.0458545,-0.037327,0.0469835,0.058736,0.02758,-0.020426,0.02820075,-0.007228,0.0610055,0.03721975,-0.071728,0.0636895,0.054552,-0.06237375,-0.0535435,-0.05415125,-0.06425275,0.04199175,0.029272,0.03516475,0.0856455,0,0.02686,0.012931,-0.0570165,-0.00503275,0.0386485,-0.04211,-0.06865675,0.01184325,0.0045935,-0.03556875,0.06690925,-0.0812135,0.06079675,-0.04941475,-0.0749585,-0.0623985,-0.05106575,-0.01010175,-0.02985975,-0.08740125,0.067305,0.00221725,-0.0234175,0.03011525,-0.08181,0.0628985,0.034989,-0.07636825,-0.00134875,0.05786275,-0.06882675,0.013514,-0.06681325,0.029022,-0.0585795,-0.077107,0.08892575,0.034978,-0.04859075,-0.0012885,-0.0863805,0.02596675,0.02074175,-0.00737925,-0.003456,-0.044127,0.03123375,0.02714575,-0.03092825,-0.07365675,0.057195,0.089341,0.05918675,0.03365925,-0.03406325,0.05439,-0.063846,-0.05033775,0.0001895,-0.01436825,0.05962075,-0.03025825,-0.06072275,0.02630225,-0.04209625,0.037044,-0.04431325,-0.0436895,-2.20E-05,-0.060173,0.07120875,0.0371705,-0.00179375,0.02420075,-0.0603435,-0.009066,-0.06678,0.038577,0.05531325,-0.026901,0.009942,0.03849175,-0.00067025,0.00301075,-0.09043625,0.05231025,0.06309625,0.02923625,-0.0719285,0.01618625,0.02472525,0.05643675,0.08156325,0.004415,-0.04041775,0.07580475,0.003849
PARP1,-0.03692325,-0.0471595,-0.06261525,0.03786275,-0.02737925,-0.06769275,0.0225275,-0.063923,0.05497525,0.001456,-0.0407775,0.006739,0.01386,0.00535975,-0.0298295,0.05129675,-0.034816,-0.00245325,0.0048025,-0.00493425,0.0776595,0.0535135,0.02337625,0.01654675,0.02686,0,0.0776725,0.00611275,-0.0551125,0.01007975,0.099661,-0.0026895,-0.025607,-0.0377965,0.00034075,0.074717,0.0447885,0.0085165,0.0614725,-0.07411275,-0.0404365,-0.08578075,-0.05385975,-0.071066,-0.05682125,-0.071371,0.00637925,0.016794,0.0636485,0.00189,-0.02914825,-0.0230605,-0.00378,-0.034758,-0.02323625,0.02765675,-0.08065375,0.0018955,-0.068368,0.00271975,-0.05526125,-0.02286275,-0.0180055,0.02765,-0.004423,0.056297,-0.07737875,-0.0119205,-0.06900825,-0.06677175,-0.0418435,-0.052327,-0.05837075,0.03582425,0.02087625,-0.07368675,0.08480775,-0.02982975,-0.07811825,0.061047,-0.0244755,0.03709375,-0.04770625,-0.0688185,0.023,0.03919725,0.03003575,0.00369775,-0.021492,-0.00742025,-0.03748775,0.02861,0.07132975,-0.030228,0.02815925,-0.07129225,0.02835425,-0.056503,0.04073625,0.06234875,0.027261,0.04815675,-0.07585975,0.0066235,-0.0337645,0.07031575,0.06691175,-0.0676125,0.0402665,-0.03826625,-0.0389615,-0.0247115,-0.09560675,0.0688845,-0.02815675,-0.04590375,0.06280225,0.00054125,0.0043185,0.02049175,0.03274725,0.00610975
PIK3CA,0.00045625,0.092962,-0.06639025,-0.05929125,-0.066393,0.0451595,0.00186825,-0.0285275,-0.014324,-0.00273625,0.0636345,0.01288475,-0.05795875,0.0221265,0.0616565,0.0336485,0.006348,-0.0024725,0.06154675,0.04668675,-0.02567025,0.03824175,0.01690125,0.0253925,0.012931,0.0776725,0,0.08942375,-0.03354675,0.0050495,-0.02030775,-0.04312625,0.04155475,0.03555225,0.00913475,0.07757975,-0.0757665,0.0770465,-0.05959325,0.062629,-0.048566,-0.05525575,-0.01865375,-0.01572,0.03067075,-0.10282425,0.03460125,-0.00659575,0.02332675,-0.0695825,0.068673,-0.09277325,-0.005687,0.071805,-0.04557425,0.0422145,0.08505275,-0.00522,-0.0371015,-0.059275,0.02768675,-0.03412925,-0.03109375,-0.02673075,-0.06703575,0.06814125,-0.0868075,-0.0316455,0.00140675,0.0672225,0.01834425,0.07439675,0.00587025,0.0649095,0.00101375,-0.0403325,0.04647525,0.00581875,0.0139725,-0.00330225,0.0252145,-0.0331265,0.07379125,0.018426,0.06939125,-0.024945,-0.02921425,0.07856025,0.0248295,0.03201925,0.0161725,0.07307975,0.077749,-0.0357225,0.03957975,0.02085425,0.074728,0.034316,-0.02964825,-0.0069755,0.0003515,-0.0142775,-0.074747,0.059283,-0.0264205,0.00427225,0.01321875,0.02098625,-0.04026075,-0.07530125,-0.04607725,0.10020525,-0.02557425,0.033346,-0.04947775,0.027253,0.03290125,-0.06571975,0.067184,0.0024065,0.02230775,-0.03455775
PARP2,-0.03669525,0.07134875,-0.04583525,0.016305,-0.070662,-0.00743975,-0.002805,0.131985,0.0346045,-0.03799725,-0.00207125,-0.00882975,0.0787115,0.01587,-0.000607,-0.03413475,-0.03902475,0.0230135,0.036052,0.03681025,-0.00350275,0.068945,-0.000283,0.033456,-0.0570165,0.00611275,0.08942375,0,-0.00849175,0.02710725,0.02947275,-0.06187375,0.003393,-0.049589,0.09124675,0.0287855,-0.007669,0.02546975,0.0007965,-0.054096,0.0114835,-0.058945,-0.04191225,-0.038456,0.0728215,-0.04295875,0.06629375,0.0349285,0.044445,-0.03235975,-0.01803575,0.06061275,0.021112,-0.0142885,-0.02229925,-0.044759,-0.08720075,0.0352115,0.069415,-0.00060425,0.03711525,-0.0599805,0.0357775,-0.03235425,-0.08195075,0.07259625,-0.06156625,0.0647995,-0.09859525,-0.0256235,0.0090275,0.0275825,-0.00567875,0.0023985,-0.008467,-0.0334555,-0.038816,0.083351,-0.0419095,-0.03845025,0.032,0.05483525,0.000302,-0.10610325,-0.020099,-0.035327,-0.04807125,0.053066,0.039283,0.0476045,0.04310175,0.1007125,0.0580935,0.0687775,-0.0761265,0.007602,0.03551675,-0.004684,0.005563,-0.0568215,0.009827,-0.06686275,-0.0292775,-0.04539275,0.03302475,-0.02959625,0.07426625,0.03181575,0.0269945,-0.090011,-0.033882,0.0143435,0.005169,0.0085025,-0.05980975,0.03155225,-0.08134075,0.01499725,-0.025665,0.0309315,-0.03048375,-0.058717
